query_raw	query_normalized	normalization_group_id	normalization_type	normalization_reason
оберег на руку мужской козерог	оберег на руку мужской козерог	QG_517f7fc894a1	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег на руку телец	оберег на руку телец	QG_1d990bb85528	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег на сво лев	оберег на сво лев	QG_b72fc23824d7	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег на шею мужской славянский	оберег на шею мужской славянский	QG_055868914a43	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег на шею славянский	оберег на шею славянский	QG_6b5609643584	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег от крадников	оберег от крадников	QG_cc343e9a5e6b	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег от сглаза	оберег от сглаза	QG_2773eb98bc31	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег от сглаза в машину	оберег от сглаза в машину	QG_ed7422c085ad	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег от сглаза и порчи	оберег от сглаза и порчи	QG_a9fd92e01050	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег от сглаза мусульманский в машину	оберег от сглаза мусульманский в машину	QG_d86e3549d9f5	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег перун в машину	оберег перун в машину	QG_d3acb1bc8826	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег перуна	оберег перуна	QG_0e77bda553a2	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег подвеска в машину	оберег подвеска в машину	QG_a6c88062a12a	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег подвеска в машину вв мвд рф	оберег подвеска в машину вв мвд рф	QG_36afea6af379	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег подвеска в машину весы	оберег подвеска в машину весы	QG_f0be5209c882	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег право	оберег право	QG_415c0f20ee46	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег с зеркалом	оберег с зеркалом	QG_9530baf9e167	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег сварга	оберег сварга	QG_8f7572dda061	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег сварога	оберег сварога	QG_b9a4500a66b7	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег семаргл	оберег семаргл	QG_f4001569ead2	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег семаргла	оберег семаргла	QG_c5ffb2cfbdf1	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег славянский	оберег славянский	QG_50ce31237872	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег славянский в автомобиль женский	оберег славянский в автомобиль женский	QG_c8c8a62720e1	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег славянский в машину	оберег славянский в машину	QG_9d9b10ee94d2	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег славянский в машину на стекло	оберег славянский в машину на стекло	QG_5e80a51987fa	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег славянский вышевка	оберег славянский вышевка	QG_755af704166f	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
оберег славянский для мужчин на шею	оберег славянский для мужчин на шею	QG_e5b94610e38f	NONE	Conservative Unicode/case/whitespace/punctuation normalization only.
